metric_name,timestamp,metric_value,check,error,error_code,expected_response,group,method,name,proto,scenario,service,status,subproto,tls_version,url,extra_tags,metadata
http_req_tls_handshaking,1694802470,0.000000,,,,true,,GET,http://localhost:3000/member,HTTP/1.1,default,,200,,,http://localhost:3000/member,,
http_req_sending,1694802470,0.060931,,,,true,,GET,http://localhost:3000/member,HTTP/1.1,default,,200,,,http://localhost:3000/member,,
http_req_waiting,1694802470,5.788578,,,,true,,GET,http://localhost:3000/member,HTTP/1.1,default,,200,,,http://localhost:3000/member,,
http_req_receiving,1694802470,0.194440,,,,true,,GET,http://localhost:3000/member,HTTP/1.1,default,,200,,,http://localhost:3000/member,,
http_req_failed,1694802470,0.000000,,,,true,,GET,http://localhost:3000/member,HTTP/1.1,default,,200,,,http://localhost:3000/member,,
vus,1694802471,1.000000,,,,,,,,,,,,,,,,
vus_max,1694802471,1.000000,,,,,,,,,,,,,,,,
data_sent,1694802471,86.000000,,,,,,,,,default,,,,,,,
data_received,1694802471,435.000000,,,,,,,,,default,,,,,,,
iteration_duration,1694802471,1006.906715,,,,,,,,,default,,,,,,,
iterations,1694802471,1.000000,,,,,,,,,default,,,,,,,
http_reqs,1694802471,1.000000,,,,true,,GET,http://localhost:3000/member,HTTP/1.1,default,,200,,,http://localhost:3000/member,,
http_req_duration,1694802471,4.465771,,,,true,,GET,http://localhost:3000/member,HTTP/1.1,default,,200,,,http://localhost:3000/member,,
http_req_blocked,1694802471,0.009800,,,,true,,GET,http://localhost:3000/member,HTTP/1.1,default,,200,,,http://localhost:3000/member,,
http_req_connecting,1694802471,0.000000,,,,true,,GET,http://localhost:3000/member,HTTP/1.1,default,,200,,,http://localhost:3000/member,,
http_req_tls_handshaking,1694802471,0.000000,,,,true,,GET,http://localhost:3000/member,HTTP/1.1,default,,200,,,http://localhost:3000/member,,
http_req_sending,1694802471,0.040907,,,,true,,GET,http://localhost:3000/member,HTTP/1.1,default,,200,,,http://localhost:3000/member,,
http_req_waiting,1694802471,4.245684,,,,true,,GET,http://localhost:3000/member,HTTP/1.1,default,,200,,,http://localhost:3000/member,,
http_req_receiving,1694802471,0.179180,,,,true,,GET,http://localhost:3000/member,HTTP/1.1,default,,200,,,http://localhost:3000/member,,
http_req_failed,1694802471,0.000000,,,,true,,GET,http://localhost:3000/member,HTTP/1.1,default,,200,,,http://localhost:3000/member,,
vus,1694802472,1.000000,,,,,,,,,,,,,,,,
vus_max,1694802472,1.000000,,,,,,,,,,,,,,,,
data_sent,1694802472,86.000000,,,,,,,,,default,,,,,,,
data_received,1694802472,435.000000,,,,,,,,,default,,,,,,,
iteration_duration,1694802472,1004.801371,,,,,,,,,default,,,,,,,
iterations,1694802472,1.000000,,,,,,,,,default,,,,,,,
http_reqs,1694802472,1.000000,,,,true,,GET,http://localhost:3000/member,HTTP/1.1,default,,200,,,http://localhost:3000/member,,
http_req_duration,1694802472,4.153757,,,,true,,GET,http://localhost:3000/member,HTTP/1.1,default,,200,,,http://localhost:3000/member,,
http_req_blocked,1694802472,0.009695,,,,true,,GET,http://localhost:3000/member,HTTP/1.1,default,,200,,,http://localhost:3000/member,,
http_req_connecting,1694802472,0.000000,,,,true,,GET,http://localhost:3000/member,HTTP/1.1,default,,200,,,http://localhost:3000/member,,
http_req_tls_handshaking,1694802472,0.000000,,,,true,,GET,http://localhost:3000/member,HTTP/1.1,default,,200,,,http://localhost:3000/member,,
http_req_sending,1694802472,0.036201,,,,true,,GET,http://localhost:3000/member,HTTP/1.1,default,,200,,,http://localhost:3000/member,,
http_req_waiting,1694802472,3.990642,,,,true,,GET,http://localhost:3000/member,HTTP/1.1,default,,200,,,http://localhost:3000/member,,
http_req_receiving,1694802472,0.126914,,,,true,,GET,http://localhost:3000/member,HTTP/1.1,default,,200,,,http://localhost:3000/member,,
http_req_failed,1694802472,0.000000,,,,true,,GET,http://localhost:3000/member,HTTP/1.1,default,,200,,,http://localhost:3000/member,,
vus,1694802473,1.000000,,,,,,,,,,,,,,,,
vus_max,1694802473,1.000000,,,,,,,,,,,,,,,,
data_sent,1694802473,86.000000,,,,,,,,,default,,,,,,,
data_received,1694802473,435.000000,,,,,,,,,default,,,,,,,
iteration_duration,1694802473,1005.076664,,,,,,,,,default,,,,,,,
iterations,1694802473,1.000000,,,,,,,,,default,,,,,,,
http_reqs,1694802473,1.000000,,,,true,,GET,http://localhost:3000/member,HTTP/1.1,default,,200,,,http://localhost:3000/member,,
http_req_duration,1694802473,6.424344,,,,true,,GET,http://localhost:3000/member,HTTP/1.1,default,,200,,,http://localhost:3000/member,,
http_req_blocked,1694802473,0.012383,,,,true,,GET,http://localhost:3000/member,HTTP/1.1,default,,200,,,http://localhost:3000/member,,
http_req_connecting,1694802473,0.000000,,,,true,,GET,http://localhost:3000/member,HTTP/1.1,default,,200,,,http://localhost:3000/member,,
http_req_tls_handshaking,1694802473,0.000000,,,,true,,GET,http://localhost:3000/member,HTTP/1.1,default,,200,,,http://localhost:3000/member,,
http_req_sending,1694802473,0.052257,,,,true,,GET,http://localhost:3000/member,HTTP/1.1,default,,200,,,http://localhost:3000/member,,
http_req_waiting,1694802473,6.146524,,,,true,,GET,http://localhost:3000/member,HTTP/1.1,default,,200,,,http://localhost:3000/member,,
http_req_receiving,1694802473,0.225563,,,,true,,GET,http://localhost:3000/member,HTTP/1.1,default,,200,,,http://localhost:3000/member,,
http_req_failed,1694802473,0.000000,,,,true,,GET,http://localhost:3000/member,HTTP/1.1,default,,200,,,http://localhost:3000/member,,
vus,1694802474,1.000000,,,,,,,,,,,,,,,,
vus_max,1694802474,1.000000,,,,,,,,,,,,,,,,
data_sent,1694802474,86.000000,,,,,,,,,default,,,,,,,
data_received,1694802474,435.000000,,,,,,,,,default,,,,,,,
iteration_duration,1694802474,1007.427848,,,,,,,,,default,,,,,,,
iterations,1694802474,1.000000,,,,,,,,,default,,,,,,,
http_reqs,1694802474,1.000000,,,,true,,GET,http://localhost:3000/member,HTTP/1.1,default,,200,,,http://localhost:3000/member,,
http_req_duration,1694802474,6.697654,,,,true,,GET,http://localhost:3000/member,HTTP/1.1,default,,200,,,http://localhost:3000/member,,
